Date,Open,High,Low,Close,Volume,Stock
,PFIZER.NS,PFIZER.NS,PFIZER.NS,PFIZER.NS,PFIZER.NS,
2020-01-01,4225.0,4250.0,4200.0,4230.35009765625,24620,PFIZER.NS
2020-01-02,4243.2001953125,4246.75,4213.0,4227.5,31741,PFIZER.NS
2020-01-03,4237.89990234375,4255.0,4180.0,4198.89990234375,17391,PFIZER.NS
2020-01-06,4184.0,4184.39990234375,4065.5,4077.14990234375,14845,PFIZER.NS
2020-01-07,4120.0,4136.14990234375,4032.14990234375,4063.75,12644,PFIZER.NS
2020-01-08,4055.0,4060.0,4002.10009765625,4017.550048828125,12650,PFIZER.NS
2020-01-09,4050.0,4059.949951171875,3945.25,3972.0,47313,PFIZER.NS
2020-01-10,3971.800048828125,4020.35009765625,3971.75,3992.5,16927,PFIZER.NS
2020-01-13,4024.0,4030.0,3970.0,4008.050048828125,10855,PFIZER.NS
2020-01-14,4024.0,4122.0,3988.050048828125,4088.14990234375,20584,PFIZER.NS
2020-01-15,4100.0,4150.0498046875,4055.60009765625,4069.14990234375,13318,PFIZER.NS
2020-01-16,4098.0,4098.0,4035.0,4055.89990234375,11228,PFIZER.NS
2020-01-17,4055.949951171875,4079.35009765625,4013.85009765625,4050.5,10588,PFIZER.NS
2020-01-20,4042.0,4057.199951171875,3985.0,4004.050048828125,10302,PFIZER.NS
2020-01-21,4024.800048828125,4025.0,3986.39990234375,4010.5,8818,PFIZER.NS
2020-01-22,4025.0,4074.0,3970.5,3991.199951171875,9344,PFIZER.NS
2020-01-23,3990.0,4069.89990234375,3990.0,4055.800048828125,14673,PFIZER.NS
2020-01-24,4056.050048828125,4219.60009765625,4054.949951171875,4166.10009765625,36925,PFIZER.NS
2020-01-27,4166.9501953125,4380.0,4166.9501953125,4348.4501953125,89777,PFIZER.NS
2020-01-28,4380.0,4418.0,4291.0,4327.7001953125,29080,PFIZER.NS
2020-01-29,4364.0,4395.0,4286.0,4332.9501953125,29153,PFIZER.NS
2020-01-30,4349.0,4349.0,4203.5,4233.2998046875,13855,PFIZER.NS
2020-01-31,4259.39990234375,4259.39990234375,4123.85009765625,4146.75,12497,PFIZER.NS
2020-02-03,4050.0,4174.5,4030.0,4113.85009765625,23108,PFIZER.NS
2020-02-04,4100.0,4194.0,4070.0,4091.25,23278,PFIZER.NS
2020-02-05,4119.9501953125,4168.89990234375,4082.0,4095.25,17172,PFIZER.NS
2020-02-06,4120.0,4133.7001953125,4052.300048828125,4065.949951171875,12417,PFIZER.NS
2020-02-07,4085.0,4098.25,4017.25,4055.85009765625,20198,PFIZER.NS
2020-02-10,4074.949951171875,4300.0,4060.050048828125,4275.75,55439,PFIZER.NS
2020-02-11,4328.0,4360.0,4275.0,4301.9501953125,30623,PFIZER.NS
2020-02-12,4292.0,4494.0,4291.9501953125,4450.64990234375,71178,PFIZER.NS
2020-02-13,4530.0,4624.0,4515.10009765625,4589.7998046875,81396,PFIZER.NS
2020-02-14,4622.0,4629.85009765625,4150.0,4193.2998046875,217033,PFIZER.NS
2020-02-17,4176.0,4244.85009765625,4000.0,4032.75,73566,PFIZER.NS
2020-02-18,4040.0,4180.0,4012.10009765625,4129.75,58290,PFIZER.NS
2020-02-19,4178.7998046875,4275.2001953125,4154.10009765625,4220.0498046875,45386,PFIZER.NS
2020-02-20,4230.0,4264.5,4174.9501953125,4187.5498046875,18766,PFIZER.NS
2020-02-24,4180.0,4214.9501953125,4126.0,4158.5,34676,PFIZER.NS
2020-02-25,4133.0,4189.0,4127.85009765625,4160.64990234375,21626,PFIZER.NS
2020-02-26,4159.5,4287.0,4148.10009765625,4188.35009765625,45103,PFIZER.NS
